,
,
Date,US Dollars Per Metric Ton
2018,7193.70
2017,7290.60
2016,6201.10
2015,5139.90
2014,5586.10
2013,5041.60
2012,5474.20
2011,6123.10
2010,6353.90
2009,5855.40
2008,6936.20
2007,5108.60
2006,3528.20
2005,2508.00
2004,3621.10
2003,4740.20
2002,3047.40
2001,2689.10
2000,3322.30
1999,2881.40
1998,1673.40
1997,1713.20
1996,1875.10
1995,1860.60
1994,1679.60
1993,1394.80
1992,1655.60
1991,1617.80
,
,
,
,
